aertaishan 阿尔泰山
shehuigejie 社会各界
shehuigongde 社会公德
shehuigongzhong 社会公众
shehuigongzuo 社会工作
shehuiguanxi 社会关系
shehuiguifan 社会规范
shehuihuodong 社会活动
shehuijiaowang 社会交往
shehuijiaoyu 社会教育
shehuijieceng 社会阶层
shehuikexue 社会科学
shehuiqunti 社会群体
shehuixianda 社会贤达
shehuixianzhuang 社会现状
shehuixiaoyi 社会效益
shehuixingtai 社会形态
shehuixuejia 社会学家
shehuiyishi 社会意识
shehuiyulun 社会舆论
shehuizhian 社会治安
shehuizhidu 社会制度
shehuizhixu 社会秩序
shehuizhuanxing 社会转型
shehuizhuyi 社会主义
shejiaohuodong 社交活动
shejiaoshenghuo 社交生活
shejifangan 设计方案
shejijiuren 舍己救人
shejiweiren 舍己为人
shemendefen 射门得分
shencaifeiyang 神采飞扬
shencaigaoda 身材高大
shenchaqisu 审查起诉
shenderenxin 深得人心
shenfenyanzheng 身份验证
shenfenzhengjian 身份证件
shengaotizhong 身高体重
shengchanbuju 生产布局
shengchanchangjia 生产厂家
shengchanchengben 生产成本
shengchanfangshi 生产方式
shengchangongju 生产工具
shengchangongyi 生产工艺
shengchanguanxi 生产关系
shengchanguosheng 生产过剩
shengchanliucheng 生产流程
shengchannengli 生产能力
shengchanqianli 生产潜力
shengchanriqi 生产日期
shengchanshijian 生产实践
shengchanzhixu 生产秩序
shengchanziliao 生产资料
shengchanzongzhi 生产总值
shengchenbazi 生辰八字
shengcundouzheng 生存斗争
shengcunhuanjing 生存环境
shengcunjingzheng 生存竞争
shengcunkongjian 生存空间
shengcunnengli 生存能力
shengcuntiaojian 生存条件
shengdankuaile 圣诞快乐
shengdanlaoren 圣诞老人
shengdanliwu 圣诞礼物
shengdayanhui 盛大宴会
shengdonghuopo 生动活泼
shengdongyouqu 生动有趣
shengerpingdeng 生而平等
shengerzhizhi 生而知之
shenghuawuqi 生化武器
shenghuoanding 生活安定
shenghuobixu 生活必需
shenghuodaolu 生活道路
shenghuofuyu 生活富裕
shenghuoguannian 生活观念
shenghuojiezou 生活节奏
shenghuokongjian 生活空间
shenghuolaiyuan 生活来源
shenghuopinzhi 生活品质
shenghuoqixi 生活气息
shenghuoshijian 生活实践
shenghuoshuizhun 生活水准
shenghuotaidu 生活态度
shenghuoxiguan 生活习惯
shenghuoyongpin 生活用品
shenghuozhuangkuang 生活状况
shenghuoziliao 生活资料
shengjiangran 生机盎然
shengjibobo 生机勃勃
shenglifanying 生理反应
shengligongneng 生理功能
shengliguoshi 胜利果实
shenglijizhi 生理机制
shenglingtutan 生灵涂炭
shenglixuejia 生理学家
shenglixuqiu 生理需求
shenglixuyao 生理需要
shengliyanshui 生理盐水
shengliyoutian 胜利油田
shengminganquan 生命安全
shengmingcaichan 生命财产
shengmingjiayuan 生命家园
shengmingkexue 生命科学
shengminglangji 声名狼藉
shengmingweixian 生命危险
shengmingxianhe 声名显赫
shengmingxianxiang 生命现象
shengmingzhouqi 生命周期
shengpingshiji 生平事迹
shengqibobo 生气勃勃
shengqixiangtong 声气相通
shengqiyishi 升旗仪式
shengrikuaile 生日快乐
shengriliwu 生日礼物
shengshengbuxi 生生不息
shengshengsisi 生生死死
shengshihaoda 声势浩大
shengshiraomin 生事扰民
shengsicunwang 生死存亡
shengsiguantou 生死关头
shengsikaoyan 生死考验
shengsishisu 生死时速
shengsixiangyi 生死相依
shengtaihuanjing 生态环境
shengtaijianshe 生态建设
shengtailvyou 生态旅游
shengtainongye 生态农业
shengtaipingheng 生态平衡
shengtaitiaojian 生态条件
shengtaiweiji 生态危机
shengtaixiaoyi 生态效益
shengtaixitong 生态系统
shengtaixuejia 生态学家
shengwenshibie 声纹识别
shengwudianliu 生物电流
shengwugongcheng 生物工程
shengwuhuaxue 生物化学
shengwujiangjie 生物降解
shengwujinhua 生物进化
shengwukeji 生物科技
shengwukexue 生物科学
shengwulixue 生物力学
shengwuwuqi 生物武器
shengwuxuejia 生物学家
shengwuyiyao 生物医药
shengwuziyuan 生物资源
shengxingyishi 盛行一时
shengxionggandi 圣雄甘地
shengyinhongliang 声音洪亮
shengyixinglong 生意兴隆
shengyuchanpin 剩余产品
shengyujiazhi 剩余价值
shengyulaodong 剩余劳动
shengyunengli 生育能力
shengyuyouhuan 生于忧患
shengzhangfayu 生长发育
shengzhangjisu 生长激素
shengzhihuiyou 生殖洄游
shengzhiqiguan 生殖器官
shengzhixibao 生殖细胞
shengzhixitong 生殖系统
shenhouganqing 深厚感情
shenhuachuanshuo 神话传说
shenhuagaige 深化改革
shenhuagushi 神话故事
shenjingguomin 神经过敏
shenjingkexue 神经科学
shenjingshuairuo 神经衰弱
shenjingwangluo 神经网络
shenjingxibao 神经细胞
shenjingxitong 神经系统
shenjingzhongshu 神经中枢
shenkelijie 深刻理解
shenkesixiang 深刻思想
shenkeyinxiang 深刻印象
shenlianjian 审理案件
shenmeiganshou 审美感受
shenmeiguandian 审美观点
shenmeiguannian 审美观念
shenmeyouxi 什么游戏
shenpanhuodong 审判活动
shenpanjiandu 审判监督
shenpanjiguan 审判机关
shenqingbaogao 申请报告
shenqingcailiao 申请材料
shenqinghuanghu 神情恍惚
shenqinghuibi 申请回避
shenqingjiaru 申请加入
shenqingzhuanli 申请专利
shenqingziruo 神情自若
shenrudiaocha 深入调查
shenrudihou 深入敌后
shenrufenxi 深入分析
shenrujiceng 深入基层
shenrukaizhan 深入开展
shenruqunzhong 深入群众
shenrurenxin 深入人心
shenrushenghuo 深入生活
shenruxizhi 深入细致
shenruyanjiu 深入研究
shenshanmilin 深山密林
shenshengandao 深深感到
shenshengzhize 神圣职责
shenshenqianqian 深深浅浅
shenshougandong 深受感动
shensihuanghu 神思恍惚
shentaiziruo 神态自若
shentijiancha 身体检查
shentijiankang 身体健康
shentilixing 身体力行
shentisuzhi 身体素质
shentixuruo 身体虚弱
shentizhuangkuang 身体状况
shentongguangda 神通广大
shentoudianfu 渗透颠覆
shenxinjiankang 身心健康
shenyouganchu 深有感触
shenyoutihui 深有体会
shenyuanyingxiang 深远影响
shenzhangzhengyi 伸张正义
shenzhibuqing 神志不清
shenzhongduidai 慎重对待
shenzhongkaolv 慎重考虑
shenzhoudadi 神州大地
shequfuwu 社区服务
shequweisheng 社区卫生
shequziyuan 社区资源
sheshengquyi 舍生取义
sheshengwangsi 舍生忘死
sheshenqiufa 舍身求法
sheshibushen 涉世不深
sheshiwenbiao 摄氏温标
sheshiwendu 摄氏温度
shetuanhuodong 社团活动
shewaigongzuo 涉外工作
shexianfanzui 涉嫌犯罪
sheyingliunian 摄影留念
sheyingyishu 摄影艺术
shibashiji 十八世纪
shibiefangfa 识别方法
shibiemoshi 识别模式
shibiexitong 识别系统
shicaodongwu 食草动物
shichangdiaoyan 市场调研
shichangdongtai 市场动态
shichangfanrong 市场繁荣
shichangfene 市场份额
shichanggongying 市场供应
shichangguilv 市场规律
shichanghangqing 市场行情
shichangjianguan 市场监管
shichangjingji 市场经济
shichangjingzheng 市场竞争
shichangjizhi 市场机制
shichangqianjing 市场前景
shichangqianli 市场潜力
shichangtiaojie 市场调节
shichangxuqiu 市场需求
shichangzhixu 市场秩序
shichangzhunru 市场准入
shichangzhuti 市场主体
shidafuzhong 师大附中
shidaibeijing 时代背景
shidaifengmao 时代风貌
shidaijingshen 时代精神
shidaiqixi 时代气息
shidaishuxiang 世代书香
shidaitedian 时代特点
shidaixiangchuan 世代相传
shidiangongzuo 试点工作
shididiaocha 实地调查
shidikaocha 实地考察
shifandaxue 师范大学
shifandongzuo 示范动作
shifangchulai 释放出来
shifanxuexiao 师范学校
shifeiquzhi 是非曲直
shifeizhixin 是非之心
shifenbiyao 十分必要
shifenkunnan 十分困难
shifenxiangsi 十分相似
shifenxunsu 十分迅速
shifenzhiyi 十分之一
shifenzhongshi 十分重视
shifenzhuyi 十分注意
shiganjingshen 实干精神
shigechuangzuo 诗歌创作
shigelangsong 诗歌朗诵
shigesanwen 诗歌散文
shigongrenyuan 施工人员
shiguangliushi 时光流逝
shiguanyinger 试管婴儿
shiguxianchang 事故现场
shijianbaogao 事件报告
shijianchuli 事件处理
shijianjingyan 实践经验
shijiankuadu 时间跨度
shijiantuiyi 时间推移
shijianyanchi 时间延迟
shijianzhengming 实践证明
shijiayali 施加压力
shijibaogao 事迹报告
shijicaozuo 实际操作
shijichengben 实际成本
shijiebaquan 世界霸权
shijiechaoliu 世界潮流
shijiedaguo 世界大国
shijiedatong 世界大同
shijiedazhan 世界大战
shijieditu 世界地图
shijiegedi 世界各地
shijieguanjun 世界冠军
shijiejilu 世界纪录
shijielingxian 世界领先
shijiemori 世界末日
shijiepaiming 世界排名
shijieshichang 世界市场
shijieweiqi 世界围棋
shijiewuji 世界屋脊
shijiewutai 世界舞台
shijieyichan 世界遗产
shijieyinhang 世界银行
shijiezhixu 世界秩序
shijiezhuyi 世界主义
shijiezuobiao 世界坐标
shijingxiaomin 市井小民
shijishouru 实际收入
shijiushiji 十九世纪
shijixiaoguo 实际效果
shijixingdong 实际行动
shijiyiyi 实际意义
shijizhijiao 世纪之交
shijudongdang 时局动荡
shijueqiguan 视觉器官
shijuexiangshou 视觉享受
shijuexiaoguo 视觉效果
shijueyishu 视觉艺术
shilifanwei 势力范围
shilingertong 适龄儿童
shiliujinzhi 十六进制
shiliuzhousui 十六周岁
shilixionghou 实力雄厚
shiminwenxue 市民文学
shimodianji 石墨电极
shineidianhua 市内电话
shineihuanjing 室内环境
shineikongjian 室内空间
shineikongqi 室内空气
shineisheji 室内设计
shineizhuanghuang 室内装潢
shineizhuangshi 室内装饰
shipinanquan 食品安全
shipinbaocang 食品保藏
shipinbaozhuang 食品包装
shipinbiaoqian 食品标签
shipinduanpian 视频短片
shipingeshi 视频格式
shipingongye 食品工业
shipinhuiyi 视频会议
shipinjianji 视频剪辑
shipinweisheng 食品卫生
shipinwenjian 视频文件
shipinxinhao 视频信号
shipinxinwen 视频新闻
shipinyaopin 食品药品
shipinyinliao 食品饮料
shipinzhiliang 食品质量
shiqianshidai 史前时代
shiqinghuayi 诗情画意
shiqishidai 石器时代
shiquhuoli 失去活力
shiqupingheng 失去平衡
shiquzhijue 失去知觉
shiruishizhi 石蕊试纸
shirunqihou 湿润气候
shisanduonian 失散多年
shishengguanxi 师生关系
shishibanfa 实施办法
shishichuli 实时处理
shishidahui 誓师大会
shishidaidai 世世代代
shishifangan 实施方案
shishigenju 事实根据
shishikongzhi 实时控制
shishiqingchu 事实清楚
shishixinwen 时事新闻
shishixize 实施细则
shishizhengming 事实证明
shishizhenxiang 事实真相
shisibuqu 誓死不屈
shisizhousui 十四周岁
shisushehui 世俗社会
shitairenqing 世态人情
shitaiyanliang 世态炎凉
shitijiepou 尸体解剖
shitimoxing 实体模型
shitingziliao 视听资料
shiwandashan 十万大山
shiweikangyi 示威抗议
shiweiyouxing 示威游行
shiwubenzhi 事物本质
shiwucanzha 食物残渣
shiwuchuli 事务处理
shiwuguanli 事务管理
shiwuzhongdu 食物中毒
shixianlixiang 实现理想
shixianmubiao 实现目标
shixianxuqiu 实现需求
shiyanbaogao 实验报告
shiyanbaogao 试验报告
shiyansheji 实验设计
shiyanxuexiao 实验学校
shiyechenggong 事业成功
shiyedanwei 事业单位
shiyegongren 失业工人
shiyerenshu 失业人数
shiyexingwang 事业兴旺
shiyidianban 十一点半
shiyingboli 石英玻璃
shiyinghuanjing 适应环境
shiyingnengli 适应能力
shiyongbaoli 使用暴力
shiyongbudang 使用不当
shiyongfalv 适用法律
shiyongfangbian 使用方便
shiyongfanwei 适用范围
shiyonggongneng 实用功能
shiyongjiazhi 实用价值
shiyongjishu 实用技术
shiyongshouce 使用手册
shiyongshouce 实用手册
shiyongshouming 使用寿命
shiyongxingneng 使用性能
shiyongxinxing 实用新型
shiyongzhuyi 实用主义
shiyoufasheng 时有发生
shiyougongye 石油工业
shiyouhuagong 石油化工
shiyouhuaxue 石油化学
shiyoujiage 石油价格
shiyoukantan 石油勘探
shiyoushichang 石油市场
shiyoushuchu 石油输出
shiyouweiji 石油危机
shiyouziyuan 石油资源
shiyubuzhen 食欲不振
shiyuegeming 十月革命
shiyuzuxia 始于足下
shizhancaihua 施展才华
shizhancaineng 施展才能
shizhanjingyan 实战经验
shizhenggangling 施政纲领
shizhengguanli 市政管理
shizhengzhuyi 实证主义
shizhibuyi 矢志不移
shizhichenggong 试制成功
shizhijinri 时至今日
shizhongbaochi 始终保持
shizhongbubian 始终不变
shizhongrenwei 始终认为
shizhongruyi 始终如一
shizhuangsheji 时装设计
shizijietou 十字街头
shizilukou 十字路口
shizushehui 氏族社会
shouchuangjingshen 首创精神
shoudaochongji 受到冲击
shoudaopohuai 受到破坏
shoudaoqianze 受到谴责
shoudaoxianzhi 受到限制
shoudaozhongshi 受到重视
shoudubeijing 首都北京
shoudujichang 首都机场
shoufangziru 收放自如
shoufushidi 收复失地
shougongcaozuo 手工操作
shougonglaodong 手工劳动
shougongzhizao 手工制造
shouguiguoyou 收归国有
shouhengdinglv 守恒定律
shouhoufuwu 售后服务
shoujidianchi 手机电池
shoujiduanxin 手机短信
shoujihaoma 手机号码
shoujixinhao 手机信号
shoujiyonghu 手机用户
shoujiyouxi 手机游戏
shoujizhengli 收集整理
shoukushounan 受苦受难
shounaohuiyi 首脑会议
shouquandaibiao 授权代表
shourushuiping 收入水平
shouruzhichu 收入支出
shoutingguangbo 收听广播
shouwangxiangzhu 守望相助
shouweixiangjie 首尾相接
shouxiaoshenwei 收效甚微
shouxidaibiao 首席代表
shouyaofenzi 首要分子
shouyaorenwu 首要任务
shouzaimianji 受灾面积
shouzhibingren 收治病人
shouzhipingheng 收支平衡
shuangbaifangzhen 双百方针
shuangbianhuitan 双边会谈
shuangcengjiegou 双层结构
shuangcengjingying 双层经营
shuangchongbiaozhun 双重标准
shuangchongshenfen 双重身份
shuangchongxingge 双重性格
shuangdabisai 双打比赛
shuangfangtongyi 双方同意
shuangmushiming 双目失明
shuangxiangtongxin 双向通信
shuangxiangxuanze 双向选择
shuangyifeiji 双翼飞机
shubenzhishi 书本知识
shucaishuiguo 蔬菜水果
shucaizaipei 蔬菜栽培
shuchudianzu 输出电阻
shuchugonglv 输出功率
shuchumokuai 输出模块
shuchushebei 输出设备
shuejiaoda 数额较大
shufaganqing 抒发感情
shufayishu 书法艺术
shufazuopin 书法作品
shuhuayishu 书画艺术
shuhuazuopin 书画作品
shuibobuxing 水波不兴
shuiguoguantou 水果罐头
shuihanzaihai 水旱灾害
shuijiefanying 水解反应
shuijingxianglian 水晶项链
shuilibumen 水利部门
shuilidianli 水利电力
shuilifadian 水力发电
shuiligongcheng 水利工程
shuilijianshe 水利建设
shuilishuidian 水利水电
shuilishuniu 水利枢纽
shuiliziyuan 水利资源
shuiliziyuan 水力资源
shuilujiaotong 水陆交通
shuilulianyun 水陆联运
shuiluyunshu 水路运输
shuimianbuzu 睡眠不足
shuimianjianting 水面舰艇
shuipoliangshan 水泊梁山
shuishangyundong 水上运动
shuishengdongwu 水生动物
shuishengzhiwu 水生植物
shuishenhuore 水深火热
shuishouzhengce 税收政策
shuishouzhidu 税收制度
shuitubaochi 水土保持
shuituliushi 水土流失
shuiwenqixiang 水文气象
shuiwujiguan 税务机关
shuiyueguanyin 水月观音
shuizhibiaozhun 水质标准
shujiazuoye 暑假作业
shujizhuangzhen 书籍装帧
shujuanquan 数据安全
shujubaohu 数据保护
shujubeifen 数据备份
shujubianma 数据编码
shujubiaoshi 数据表示
shujucangku 数据仓库
shujuceshi 数据测试
shujuchouxiang 数据抽象
shujuchuanshu 数据传输
shujuchuli 数据处理
shujufenbu 数据分布
shujufenxi 数据分析
shujufuwu 数据服务
shujugeshi 数据格式
shujugongxiang 数据共享
shujuguanli 数据管理
shujuhuifu 数据恢复
shujujiansuo 数据检索
shujujiaohuan 数据交换
shujujiegou 数据结构
shujuleixing 数据类型
shujuluru 数据录入
shujumoxing 数据模型
shujutongdao 数据通道
shujutongxin 数据通信
shujuwajue 数据挖掘
shujuwangluo 数据网络
shujuwenjian 数据文件
shujuxinhao 数据信号
shujuxitong 数据系统
shujuyasuo 数据压缩
shujuzhongxin 数据中心
shujuziliao 数据资料
shujuzongxian 数据总线
shujuzuzhi 数据组织
shukongjichuang 数控机床
shuliangzhiliang 数量质量
shuliluoji 数理逻辑
shuliqilai 竖立起来
shumachanpin 数码产品
shumaxiangji 数码相机
shumianbaogao 书面报告
shumiancailiao 书面材料
shumianshengming 书面声明
shumianxingshi 书面形式
shumingwenzhang 署名文章
shumozhuanhuan 数模转换
shunengwuqing 孰能无情
shunlijinxing 顺利进行
shunlikaizhan 顺利开展
shunlishixian 顺利实现
shunliwancheng 顺利完成
shunxucunchu 顺序存储
shunxupailie 顺序排列
shunyingshidai 顺应时代
shuofabuyi 说法不一
shuofujiaoyu 说服教育
shuoguoleilei 硕果累累
shuohuasuanshu 说话算数
shuoshixuewei 硕士学位
shuqiguandao 输气管道
shuqinggequ 抒情歌曲
shurushuchu 输入输出
shurusudu 输入速度
shuxienengli 书写能力
shuxuefangfa 数学方法
shuxuegongshi 数学公式
shuxuejiaoshi 数学教师
shuxuekaoshi 数学考试
shuxuekecheng 数学课程
shuxuelaoshi 数学老师
shuxuemoxing 数学模型
shuxueshijuan 数学试卷
shuxueyuanli 数学原理
shuxuezhishi 数学知识
shuyibaiji 数以百计
shuyouguandao 输油管道
shuzhijifen 数值积分
shuzhikongjing 数值孔径
shuzhuangdaban 梳妆打扮
shuzibianma 数字编码
shuzidianhua 数字电话
shuzidianlu 数字电路
shuzidianshi 数字电视
shuziditu 数字地图
shuzijianpan 数字键盘
shuzikongzhi 数字控制
shuzimoni 数字模拟
shuzimoxing 数字模型
shuziqianming 数字签名
shuzishipin 数字视频
shuzitongxin 数字通信
shuzituxiang 数字图像
shuzixinhao 数字信号
shuzixinxi 数字信息
shuziyinpin 数字音频
shuzizhengshu 数字证书
sichouzhilu 丝绸之路
sichuanpendi 四川盆地
sicihuiyi 四次会议
sidafaming 四大发明
sidaitongtang 四代同堂
sidajiazu 四大家族
sifaduli 司法独立
sifagongzheng 司法公正
sifajianding 司法鉴定
sifajieshi 司法解释
sifajiguan 司法机关
sifakaoshi 司法考试
sifazhidu 司法制度
sifenyinfu 四分音符
sifenzhisan 四分之三
sifenzhiyi 四分之一
sifudianji 伺服电机
sihaobushuang 丝毫不爽
sijiayuanlin 私家园林
sijichangqing 四季常青
sijiruhua 四季如画
sikaowenti 思考问题
silubuqing 思路不清
siluqingxi 思路清晰
simaqingshan 司马青衫
simianbafang 四面八方
simianchuge 四面楚歌
sinantongbao 死难同胞
sinianqinren 思念亲人
sirenjiaoshi 私人教师
sirenshenghuo 私人生活
