阿曼米黄	amanmihuang
挪城水库	nuochengshuiku
挪威红	nuoweihong
女皇白	nvhuangbai
钕晶体激光器	nvjingtijiguangqi
耦合电路	ouhedianlu
耦合电容器	ouhedianrongqi
耦合腔技术	ouheqiangjishu
耦合腔慢波线	ouheqiangmanboxian
欧李	ouli
欧姆加热	oumujiare
偶偏	oupian
偶然偏心	ouranpianxin
偶然失效期	ouranshixiaoqi
爬电距离	padianjuli
帕尔马	paerma
爬梯	pati
帕邢曲线	paxingquxian
排风竖井	paifengshujing
排架桩墩	paijiazhuangdun
派克米黄	paikemihuang
排气	paiqi
排气阀	paiqifa
排气井	paiqijing
排趋性	paiquxing
排砂孔	paishakong
排水阀井	paishuifajing
排水沟	paishuigou
排水孔	paishuikong
排水棱体	paishuilengti
排水砂垫层	paishuishadianceng
排水体	paishuiti
排水制度	paishuizhidu
排土场平面图	paituchangpingmiantu
排污	paiwu
排中间	paizhongjian
排桩	paizhuang
拍桌打凳	paizhuodadeng
判别函数	panbiehanshu
盘堵	pandu
盘架子	panjiazi
判离	panli
潘尼管	panniguan
潘宁真空计	panningzhenkongji
蟠桃	pantao
攀西兰	panxilan
潘晓丽	panxiaoli
潘孝忠	panxiaozhong
盘鹰	panying
潘勇	panyong
潘友宏	panyouhong
旁瓣对消	pangbanduixiao
旁瓣消隐	pangbanxiaoyin
旁侧入流	pangceruliu
庞建辉	pangjianhui
旁流	pangliu
旁流过滤	pangliuguolv
旁流水处理	pangliushuichuli
旁压试验	pangyashiyan
跑道视距	paodaoshiju
泡沸	paofei
跑官	paoguan
抛光	paoguang
抛光粉	paoguangfen
抛光刷	paoguangshua
泡径	paojing
泡克耳斯盒	paokeersihe
泡迁移率	paoqianyilv
抛舍	paoshe
抛石	paoshi
抛石护坡	paoshihupo
抛石挤於	paoshijiyu
刨土机	paotuji
炮位侦察雷达	paoweizhenchaleida
炮仗花	paozhanghua
抛掷爆破	paozhibaopo
配电	peidian
配电变电站	peidianbiandianzhan
配电电缆	peidiandianlan
配电柜	peidiangui
配电室	peidianshi
配电系统图	peidianxitongtu
配电箱	peidianxiang
配电中心	peidianzhongxin
配购	peigou
配箍	peigu
配箍率	peigulv
配箍特征值	peigutezhengzhi
配合比	peihebi
配合比应	peihebiying
陪集首	peijishou
陪假	peijia
胚嫁接	peijiajie
配料秤	peiliaocheng
配时	peishi
配水点	peishuidian
配套器材	peitaoqicai
配套项目	peitaoxiangmu
陪泳	peiyong
培育强健树苗	peiyuqiangjianshumiao
培育树苗	peiyushumiao
配制	peizhi
喷播	penbo
喷播植草	penbozhicao
喷灌	penguan
喷浆	penjiang
喷锚	penmao
喷漆	penqi
喷漆车间	penqichejian
喷洒泵	pensabeng
喷砂	pensha
喷砂枪	penshaqiang
盆式橡胶支座	penshixiangjiaozhizuo
喷水口	penshuikou
喷水灭火系统	penshuimiehuoxitong
喷水枪	penshuiqiang
喷水系统	penshuixitong
喷头	pentou
喷涂塑料饰面	pentusuliaoshimian
喷雾器	penwuqi
棚顶内管线	pengdingneiguanxian
篷帆	pengfan
彭凤	pengfeng
膨化	penghua
彭荆生	pengjingsheng
蟛蜞菊	pengqiju
碰头	pengtou
捧星	pengxing
膨胀水泥	pengzhangshuini
膨胀水泥接口	pengzhangshuinijiekou
膨胀土	pengzhangtu
碰珠	pengzhu
碰撞	pengzhuang
碰撞展宽	pengzhuangzhankuan
皮层电描记术	picengdianmiaojishu
皮带	pidai
皮带传送	pidaichuansong
批复函	pifuhan
疲懒	pilan
辟荔	pili
痞里痞气	pilipiqi
批量	piliang
劈裂试验	pilieshiyan
劈裂注浆	piliezhujiang
皮棉	pimian
枇杷	pipa
匹配	pipei
匹配变压器	pipeibianyaqi
匹配模板	pipeimuban
皮氏计	pishiji
皮纹防火板	piwenfanghuoban
批下来吧	pixialaiba
偏磁	pianci
片理	pianli
偏离指示器	pianlizhishiqi
片流	pianliu
片商	pianshang
片蚀	pianshi
片式电感器	pianshidianganqi
片式电容器	pianshidianrongqi
片式电阻器	pianshidianzuqi
片石混凝土	pianshihunningtu
片式元件	pianshiyuanjian
偏心对齐	pianxinduiqi
偏移	pianyi
偏振分集	pianzhenfenji
偏转后加速	pianzhuanhoujiasu
偏转畸变	pianzhuanjibian
片状构造	pianzhuanggouzao
片状流	pianzhuangliu
票币销毁制度	piaobixiaohuizhidu
瓢虫	piaochong
飘滴	piaodi
票房毒药	piaofangduyao
票房收入	piaofangshouru
票汇结算	piaohuijiesuan
漂移空间	piaoyikongjian
漂移速调管	piaoyisudiaoguan
频带参差	pindaicenci
频带倒置	pindaidaozhi
频分多址	pinfenduozhi
频分复用	pinfenfuyong
频分遥测	pinfenyaoce
频分指令	pinfenzhiling
拼花地板	pinhuadiban
拼花地板块	pinhuadibankuai
拼花地面	pinhuadimian
频率变换	pinlvbianhuan
频率存储	pinlvcunchu
频率分集	pinlvfenji
频率分集雷达	pinlvfenjileida
频率捷变	pinlvjiebian
频率捷变雷达	pinlvjiebianleida
频率去相关	pinlvquxiangguan
频率上转换	pinlvshangzhuanhuan
频率跳变	pinlvtiaobian
频偏表	pinpianbiao
频谱纯度	pinpuchundu
频扫雷达	pinsaoleida
频数直方图	pinshuozhifangtu
频域测量	pinyuceliang
频域均衡器	pinyujunhengqi
品质育种	pinzhiyuzhong
品种纯度	pinzhongchundu
品种登记	pinzhongdengji
品种鉴定	pinzhongjianding
品种间杂交	pinzhongjianzajiao
品种间杂种	pinzhongjianzazhong
品种区域化	pinzhongquyuhua
平板	pingban
平板枋	pingbanfang
平板显示	pingbanxianshi
屏蔽层	pingbiceng
屏蔽墙	pingbiqiang
屏蔽天线	pingbitianxian
屏蔽系数	pingbixishu
平仓	pingcang
平尺板	pingchiban
平带电压	pingdaidianya
平方公分	pingfanggongfen
平方米	pingfangmi
平方米预算价	pingfangmiyusuanjia
平傅	pingfu
平衡剖面	pinghengpoumian
平衡载流子	pinghengzailiuzi
平距	pingju
平均潮位	pingjunchaowei
平均稠度	pingjunchoudu
平均发展速度	pingjunfazhansudu
平均负荷	pingjunfuhe
平均功率计	pingjungonglvji
平均海平面	pingjunhaipingmian
平均检出质量	pingjunjianchuzhiliang
平均日供水	pingjunrigongshui
平均数指数	pingjunshuzhishu
平均增长速度	pingjunzengzhangsudu
平均正应力	pingjunzhengyingli
坪空线	pingkongxian
平流沉淀池	pingliuchendianchi
平流霜冻	pingliushuangdong
平面	pingmian
平面配筋图	pingmianpeijintu
平面图	pingmiantu
平面型铁氧体	pingmianxingtieyangti
平盘斗	pingpandou
萍蓬草	pingpengcao
平剖面	pingpoumian
平剖面图	pingpoumiantu
平棊	pingqi
屏栅极	pingshanji
平视显示器	pingshixianshiqi
平台	pingtai
平台板	pingtaiban
平台铆钉	pingtaimaoding
平台屋顶	pingtaiwuding
平涛	pingtao
平头螺丝	pingtouluosi
平稳信道	pingwenxindao
平屋顶建筑	pingwudingjianzhu
坪斜	pingxie
评星	pingxing
平行板模型	pingxingbanmoxing
平行不整合	pingxingbuzhenghe
平行层理	pingxingcengli
平行管线	pingxingguanxian
平行直线	pingxingzhixian
平移断层	pingyiduanceng
平原绿化工程	pingyuanlvhuagongcheng
凭证采伐	pingzhengcaifa
平直偏差	pingzhipiancha
平枝荀子	pingzhixunzi
瓶子草	pingzicao
平座柱	pingzuozhu
坡地干旱	podiganhan
坡顶	poding
破化砖	pohuazhuan
破坏性地震	pohuaixingdizhen
坡积土	pojitu
坡积物	pojiwu
坡脚	pojiao
坡口	pokou
珀罗谐振腔	poluoxiezhenqiang
坡面	pomian
坡面集雨工程	pomianjiyugongcheng
坡面截流沟	pomianjieliugou
坡面流	pomianliu
坡面渗流	pomianshenliu
坡面治理工程	pomianzhiligongcheng
坡桥	poqiao
珀塞尔效应	posaierxiaoying
坡式梯田	poshititian
破私立公	posiligong
破碎	posui
坡体	poti
坡田	potian
坡腰	poyao
剖面	poumian
剖面图	poumiantu
剖面线	poumianxian
剖视图	poushitu
普柏枋	pubaifang
蒲包花	pubaohua
普遍钎探	pubianqiantan
瀑布	pubu
蒲草	pucao
普东水库	pudongshuiku
普东镇	pudongzhen
普恩模型	puenmoxing
匍匐型花生	pufuxinghuasheng
铺盖	pugai
普建	pujian
普坚石	pujianshi
铺料	puliao
铺路搭桥	puludaqiao
铺砌法	puqifa
铺砂试验	pushashiyan
铺设管道	pusheguandao
葡萄科	putaoke
菩提榕	putirong
普通	putong
普通曝气	putongbaoqi
普通测量学	putongceliangxue
普通股	putonggu
普通海图	putonghaitu
普通螺栓	putongluoshuan
普线	puxian
谱仪放大器	puyifangdaqi
匍枝毛茛	puzhimaogen
谱指数	puzhishu
铺筑	puzhu
铺装	puzhuang
铺装层	puzhuangceng
气扳手	qibanshou
汽保工具	qibaogongju
启闭机	qibiji
启闭机梁	qibijiliang
起测基点	qicejidian
气铲	qichan
汽车杯	qichebei
汽车便道	qichebiandao
汽车坡道	qichepodao
气传病害	qichuanbinghai
气窗	qichuang
汽吊	qidiao
气钉枪	qidingqiang
起动	qidong
起动变压器	qidongbianyaqi
气动工具	qidonggongju
气动攻丝机	qidonggongsiji
起动惯频特性	qidongguanpintexing
启动柜	qidonggui
气动滑板车	qidonghuabanche
气动棘轮扳手	qidongjilunbanshou
气动剪线钳	qidongjianxianqian
起动矩频特性	qidongjupintexing
气动磨光机	qidongmoguangji
气动砂轮机	qidongshalunji
气动输送管	qidongshusongguan
起动隙缝	qidongxifeng
气动研磨机	qidongyanmoji
汽端	qiduan
起分格条	qifengetiao
起伏变化	qifubianhua
气浮池	qifuchi
起伏干扰	qifuganrao
气浮接触室	qifujiechushi
起伏情况	qifuqingkuang
气浮溶气罐	qifurongqiguan
起伏误差	qifuwucha
汽缸	qigang
气镐	qigao
七股钢绞线	qigugangjiaoxian
气候	qihou
气候恶劣	qihouelie
气候生产力	qihoushengchanli
气候灾害	qihouzaihai
气候资源	qihouziyuan
气葫芦	qihulu
歧化选择	qihuaxuanze
起居室	qijushi
器具通气管	qijutongqiguan
气刻笔	qikebi
气孔	qikong
企口地板	qikoudiban
企口缝	qikoufeng
麒麟冠	qilinguan
栖留河	qiliuhe
气流探测器	qiliutanceqi
骑马雀替	qimaqueti
气门	qimen
汽摩配件	qimopeijian
齐纳击穿	qinajichuan
气泡膜	qipaomo
欺骗性干扰	qipianxingganrao
七铺作	qipuzuo
气锹	qiqiao
起沙风速	qishafengsu
砌上明造	qishangmingzao
起始符	qishifu
槭树科	qishuke
漆树科	qishuke
气水冲洗	qishuichongxi
气体电离电位	qitidianlidianwei
气体分离器	qitifenliqi
气筒	qitong
弃土	qitu
气团	qituan
气腿式风钻	qituishifengzuan
期望均方	qiwangjunfang
气温	qiwen
气铣	qixi
栖霞组	qixiazu
气象穿越	qixiangchuanyue
气相传质系数	qixiangchuanzhixishu
气象回避	qixianghuibi
气象年	qixiangnian
气象台	qixiangtai
汽相外延	qixiangwaiyan
七星电动工具	qixingdiandonggongju
气压	qiya
气压给水	qiyageishui|qiyajishui
气压给水设备	qiyajishuishebei|qiyageishuishebei
旗叶	qiye
企业安全文化	qiyeanquanwenhua
企业档案馆	qiyedanganguan
企业定额	qiyedinge
企业管理费	qiyeguanlifei
企业较多	qiyejiaoduo
企业债券	qiyezhaiquan
气硬性	qiyingxing
汽油发电机	qiyoufadianji
汽油滑板车	qiyouhuabanche
汽油库	qiyouku
弃渣	qizha
弃渣场	qizhachang
起重能力	qizhongnengli
砌砖刀	qizhuandao
起子	qizi
气钻	qizuan
潜冰	qianbing
浅仓	qiancang
浅层曝气	qiancengbaoqi
前导	qiandao
前导码	qiandaoma
浅啡网	qianfeiwang
浅啡网纹	qianfeiwangwen
嵌缝油膏	qianfengyougao
前辐照	qianfuzhao
钳工锤	qiangongchui
嵌固	qiangu
嵌固端	qianguduan
前寒武纪	qianhanwuji
千赫	qianhe
欠会聚	qianhuiju
前级管路	qianjiguanlu
前级压力	qianjiyali
千斤顶	qianjinding
潜流	qianliu
浅能级	qiannengji
嵌墙	qianqiang
钱权交易	qianquanjiaoyi
潜热	qianre
欠热发射	qianrefashe
前人工作	qianrengongzuo
前人勘察资料	qianrenkanchaziliao
嵌入式照明	qianrushizhaoming
潜蚀	qianshi
潜水	qianshui
潜水泵	qianshuibeng
浅水型冷却池	qianshuixinglengquechi
潜水堰	qianshuiyan
铅丝笼	qiansilong
浅滩	qiantan
千瓦	qianwa
迁徙	qianxi
前向波	qianxiangbo
嵌岩桩	qianyanzhuang
牵引分子泵	qianyinfenzibeng
牵引力	qianyinli
牵引式农具	qianyinshinongju
欠振	qianzhen
前址	qianzhi
前缀码	qianzhuima
欠阻尼响应	qianzunixiangying
戗槎	qiangcha
墙承重结构	qiangchengzhongjiegou
墙档	qiangdang
腔倒空	qiangdaokong
墙地砖粘结剂	qiangdizhuannianjieji
墙洞口	qiangdongkou
强反型	qiangfanxing
强广剑铝业	qiangguangjianlvye
墙桂阳角	qiangguiyangjiao
强夯法	qianghangfa
强流电子光学	qiangliudianziguangxue
墙面保护	qiangmianbaohu
墙面防水液	qiangmianfangshuiye
墙面刮腻子	qiangmianguanizi
墙面贴瓷砖	qiangmiantiecizhuan
墙面装饰工程	qiangmianzhuangshigongcheng
墙皮	qiangpi
强屈比	qiangqubi
墙饰料	qiangshiliao
墙式配电盘	qiangshipeidianpan
墙体	qiangti
墙体配筋	qiangtipeijin
强条	qiangtiao
墙纸胶	qiangzhijiao
强制滤速	qiangzhilvsu
强制式搅拌机	qiangzhishijiaobanji
强制送风	qiangzhisongfeng
樵采	qiaocai
壳斗科	qiaodouke
桥墩	qiaodun
桥墩局部冲刷	qiaodunjubuchongshua
桥涵洞测量	qiaohandongceliang
桥基	qiaoji
桥梁	qiaoliang
桥梁护网	qiaolianghuwang
桥梁建筑高度	qiaoliangjianzhugaodu
荞麦	qiaomai
桥面净空	qiaomianjingkong
桥面铺装	qiaomianpuzhuang
桥面伸缩装置	qiaomianshensuozhuangzhi
桥面系	qiaomianxi
乔木	qiaomu
乔木湾	qiaomuwan
桥式耕作系统	qiaoshigengzuoxitong
桥台	qiaotai
乔振基	qiaozhenji
桥柱	qiaozhu
切比雪夫分布	qiebixuefufenbu
切缝	qiefeng
窃听	qieting
切线	qiexian
切削厚度	qiexiaohoudu
芹菜梗	qincaigeng
琴断口	qinduankou
禽肥	qinfei
秦岭青	qinlingqing
琴面	qinmian
侵染性病害	qinranxingbinghai
侵蚀沟	qinshigou
侵蚀基准	qinshijizhun
侵蚀基准面	qinshijizhunmian
侵蚀阶地	qinshijiedi
侵蚀模数	qinshimoshu
侵蚀土壤	qinshiturang
亲石元素	qinshiyuansu
亲铁元素	qintieyuansu
亲铜元素	qintongyuansu
琴叶榕	qinyerong
轻便机械	qingbianjixie
轻便灭火器	qingbianmiehuoqi
清仓挖潜	qingcangwaqian
氢侧	qingce
清除	qingchu
清单计价	qingdanjijia
清底	qingdi
清底漆	qingdiqi
清方量	qingfangliang
清缝	qingfeng
倾覆	qingfu
倾覆弯矩	qingfuwanju
青杆	qinggan
轻钢结构	qinggangjiegou
青冈栎	qinggangli
轻隔墙	qinggeqiang
青花白	qinghuabai
清华绿	qinghualv
清华斯维尔	qinghuasiweier
清基	qingji
轻集料混凝土	qingjiliaohunningtu
青脊瓦	qingjiwa
青椒	qingjiao
清洁用具	qingjieyongju
清洁真空	qingjiezhenkong
青楷槭	qingkaiqi
青稞	qingke
清理	qingli
清理及	qingliji
青陵乡	qinglingxiang
青龙好汉	qinglonghaohan
青苗补偿费	qingmiaobuchangfei
清明	qingming
青奶油	qingnaiyou
清坡	qingpo
清坡后	qingpohou
青铅	qingqian
青铅接口	qingqianjiekou
轻墙	qingqiang
清扫打蜡	qingsaodala
清水井	qingshuijing
清水砖墙	qingshuizhuanqiang
清算	qingsuan
青桐	qingtong
清洗倍率	qingxibeilv
清洗用水定额	qingxiyongshuidinge
倾向北	qingxiangbei
倾斜比	qingxiebi
倾斜方向	qingxiefangxiang
倾斜值	qingxiezhi
轻型结构	qingxingjiegou
轻型屋架	qingxingwujia
青眼有加	qingyanyoujia
情意笃深	qingyidushen
晴雨表	qingyubiao
青云绿	qingyunlv
氢闸流管	qingzhaliuguan
轻质混凝土	qingzhihunningtu
轻质墙板	qingzhiqiangban
穷横	qiongheng
穷相	qiongxiang
秋播作物	qiubozuowu
秋风	qiufeng
秋高气爽	qiugaoqishuang
秋季	qiuji
求积仪法	qiujiyifa
丘克拉斯基法	qiukelasijifa
球兰	qiulan
球墨	qiumo
球墨铸铁	qiumozhutie
球墨铸铁管	qiumozhutieguan
球墨铸铁管件	qiumozhutieguanjian
球墨铸铁套袖	qiumozhutietaoxiu
球墨铸铁弯头	qiumozhutiewantou
球墨铸铁闸门	qiumozhutiezhamen
秋收作物	qiushouzuowu
秋熟作物	qiushuzuowu
球头挂环	qiutouguahuan
球纹	qiuwen
球纹桃木	qiuwentaomu
球形天线	qiuxingtianxian
球芽甘蓝	qiuyaganlan
邱玉华	qiuyuhua
球罩	qiuzhao
楸子	qiuzi
渠槽	qucao
渠道测量	qudaoceliang
渠道排水	qudaopaishui
取费	qufei
取费标准	qufeibiaozhun
屈服台阶	qufutaijie
曲杆道闸	qugandaozha
区间来水	qujianlaishui
区间入流	qujianruliu
曲栏	qulan
曲流	quliu
曲流带	quliudai
取暖补贴	qunuanbutie
取食刺激剂	qushicijiji
取水构筑和物	qushuigouzhuhewu
取水头部	qushuitoubu
屈万岭	quwanling
曲线长	quxianchang
曲线长度	quxianchangdu
曲线锯	quxianju
取消指令	quxiaozhiling
取样	quyang
取样控制	quyangkongzhi
取样数据系统	quyangshujuxitong
区域地质测量	quyudizhiceliang
区域环境	quyuhuanjing
区域描绘	quyumiaohui
区域熔炼	quyuronglian
区域试验	quyushiyan
曲折线慢波线	quzhexianmanboxian
权炒	quanchao
全复铁皮	quanfutiepi
全高加密	quangaojiami
全国联行往来	quanguolianhangwanglai
全国绿化运动	quanguolvhuayundong
全厚式路面	quanhoushilumian
全景接收机	quanjingjieshouji
全景显示器	quanjingxianshiqi
全距	quanju
权力股	quanligu
圈梁	quanliang
泉流量	quanliuliang
全能经纬仪	quannengjingweiyi
全能性	quannengxing
权钱交易	quanqianjiaoyi
全球贸易	quanqiumaoyi
全色显示	quansexianshi
全身辐射计	quanshenfusheji
泉室	quanshi
全数字接入	quanshuzijieru
全铜地漏	quantongdilou
全铜截止阀	quantongjiezhifa
全铜闸阀	quantongzhafa
全息显示	quanxixianshi
全息信息存储	quanxixinxicunchu
全向传声器	quanxiangchuanshengqi
全向信标	quanxiangxinbiao
全新世	quanxinshi
全新统	quanxintong
全隐框	quanyinkuang
全宗单	quanzongdan
全宗号	quanzonghao
全宗介绍	quanzongjieshao
全宗卡片	quanzongkapian
全宗群	quanzongqun
全宗指南	quanzongzhinan
雀巢啡	quechaofei
确定水文学	quedingshuiwenxue
缺根弦	quegenxian
缺棱	queleng
确认	queren
雀眼	queyan
雀眼枫木	queyanfengmu
缺氧保藏	queyangbaocang
缺雨	queyu
群聚空间	qunjukongjian
群路信令	qunluxinling
群锚	qunmao
群体	qunti
群同步	quntongbu
群小	qunxiao
群星罗布	qunxingluobu
群蛀	qunzhu
燃点	randian
染料	ranliao
染料池	ranliaochi
燃料及动力	ranliaojidongli
燃气泄漏报警	ranqixieloubaojing
壤中流	rangzhongliu
扰动	raodong
扰动层	raodongceng
扰动土层	raodongtuceng
绕接接触件	raojiejiechujian
扰码器	raomaqi
热拌法	rebanfa
热备用	rebeiyong
热补偿合金	rebuchanghejin
热传导真空计	rechuandaozhenkongji
热磁写入	recixieru
热带	redai
热带辐合带	redaifuhedai
热带作物	redaizuowu
热导率	redaolv
热导系数	redaoxishu
热电供暖	rediangongnuan
热点缺陷	redianquexian
热电制冷	redianzhileng
热镀锌扁钢	reduxinbiangang
热镀锌圆钢	reduxinyuangang
热分解淀积	refenjiedianji
热分子真空计	refenzizhenkongji
热风	refeng
热风供暖	refenggongnuan
热风供暖系统	refenggongnuanxitong
热风供暖装置	refenggongnuanzhuangzhi
热风系统	refengxitong
热负荷	refuhe
热工仪表	regongyibiao
热购	regou
热光伏器件	reguangfuqijian
热害	rehai
热激活电池	rejihuodianchi
热加工	rejiagong
热解外延	rejiewaiyan
热浪	relang
热力网	reliwang
热离子发电器	relizifadianqi
热离子阴极	reliziyinji
热量	reliang
热量输运	reliangshuyun
热流体	reliuti
热流逸	reliuyi
热敏成象法	reminchengxiangfa
热敏传感器	reminchuanganqi
热敏铁氧体	remintieyangti
热偶真空计	reouzhenkongji
热屏阴极	repingyinji
热铺法	repufa
热启动灯	reqidongdeng
热熔粘接剂	rerongzhanjieji
热设计	resheji
热水干管	reshuiganguan
热水供暖	reshuigongnuan
热水供暖设备	reshuigongnuanshebei
热水供暖设计	reshuigongnuansheji
热水供暖系统	reshuigongnuanxitong
热水供应室	reshuigongyingshi
热水灌	reshuiguan
热水回水管	reshuihuishuiguan
热水循环流量	reshuixunhuanliuliang
热探针法	retanzhenfa
热透镜补偿	retoujingbuchang
热稳性	rewenxing
热象图成象	rexiangtuchengxiang
热养护	reyanghu
热源	reyuan
热源法	reyuanfa
热致变色	rezhibianse
忍冬科	rendongke
人工	rengong
人居	renju
人均收入指数	renjunshouruzhishu
仁面	renmian
人行道宽度	renxingdaokuandu
刃形位错	renxingweicuo
人造奶油	renzaonaiyou
人造太阳	renzaotaiyang
人中当量	renzhongdangliang
人字型屋架	renzixingwujia
日月	riyue
日照	rizhao
溶槽	rongcao
熔断电阻器	rongduandianzuqi
溶沟	ronggou
容积负荷	rongjifuhe
容积扫描系统	rongjisaomiaoxitong
溶孔直径	rongkongzhijing
容量	rongliang
容量区域	rongliangquyu
绒面电池	rongmiandianchi
容器熔	rongqirong
容水度	rongshuidu
熔丝管	rongsiguan
溶隙	rongxi
容许弯沉	rongxuwanchen
融雪	rongxue
