阿拉伯咖啡	alabokafei
绣球薯圆	xiuqiushuyuan
绣球鱼翅	xiuqiuyuchi
秀山雪枣	xiushanxuezao
修水双井茶	xiushuishuangjingcha
溴酸钾	xiusuanjia
旭日升	xurisheng
徐舍小酥糖	xushexiaosutang
徐州蜜三刀	xuzhoumisandao
宣城蜜枣	xuanchengmizao
玄酒一杯	xuanjiuyibei
玄明粉	xuanmingfen
轩尼诗	xuannishi
玄参茶饮	xuanshenchayin
宣威大土豆	xuanweidatudou
宣威大洋芋	xuanweidayangyu
宣威火腿	xuanweihuotui
宣威土豆	xuanweitudou
宣威洋芋	xuanweiyangyu
雪布卷蛋糕	xuebujuandangao
雪菜大汤黄鱼	xuecaidatanghuangyu
雪菜肉丝	xuecairousi
血肠	xuechang
雪蛋	xuedan
血蛋白糕点	xuedanbaigaodian
雪地红莲	xuedihonglian
雪顶咖啡	xuedingkafei
雪耳冬菇猪胰汤	xueerdongguzhuyitang
雪耳炖白鸽	xueerdunbaige
雪花豆腐羹	xuehuadoufugeng
雪花鸡淖	xuehuajinao
雪花鸡汤	xuehuajitang
雪花桃泥	xuehuataoni
雪花鱼翅	xuehuayuchi
雪花鱼肚	xuehuayudu
雪梨	xueli
雪里藏珠	xuelicangzhu
雪梨炖燕窝	xuelidunyanwo
雪梨酒	xuelijiu
雪梨木瓜炖冰糖	xuelimuguadunbingtang
雪梨兔肉羹	xueliturougeng
雪梨肘棒	xuelizhoubang
雪梨猪踭汤	xuelizhuzhengtang
雪绵豆沙	xuemiandousha
雪魔芋鸡翅	xuemoyujichi
雪山蛋糕	xueshandangao
雪山潭虾	xueshantanxia
雪霜面包	xueshuangmianbao
雪衣红沙	xueyihongsha
雪映红梅	xueyinghongmei
鳕鱼	xueyu
雪月羊肉	xueyueyangrou
熏鸡白肚儿	xunjibaiduer
熏挪威鲑鱼小塔	xunnuoweiguiyuxiaota
薰衣草饼干	xunyicaobinggan
熏肘子	xunzhouzi
鸭脖	yabo
鸭肝	yagan
鸭羹	yageng
鸭黄豆腐	yahuangdoufu
雅洁	yajie
雅丽嘉	yalijia
亚历山大	yalishanda
亚林炳章	yalinbingzhang
亚硫酸钠	yaliusuanna
亚硫酸氢钠	yaliusuanqingna
亚麻酸	yamasuan
亚麻籽胶	yamazijiao
牙签肉	yaqianrou
鸭肉	yarou
鸭肾汤	yashentang
雅诗轩	yashixuan
鸭丝掐菜	yasiqiacai
压缩饼干	yasuobinggan
亚铁氰化钾	yatieqinghuajia
亚铁氰化钠	yatieqinghuana
鸭腿	yatui
亚硒酸钠	yaxisuanna
亚硝酸钾	yaxiaosuanjia
亚硝酸钠	yaxiaosuanna
鸭血豆腐汤	yaxuedoufutang
亚油酸	yayousuan
鸭掌包	yazhangbao
盐饼	yanbing
盐饼子	yanbingzi
盐步秋茄	yanbuqiuqie
盐菜回锅肉	yancaihuiguorou
盐蛋	yandan
雁荡白云茶	yandangbaiyuncha
雁荡毛峰茶	yandangmaofengcha
燕禾金	yanhejin
盐煎肉	yanjianrou
眼镜面	yanjingmian
腌腊肉	yanlarou
燕麦片	yanmaipian
腌牛脚筋	yanniujiaojin
燕皮	yanpi
眼肉	yanrou
盐水胡萝卜罐头	yanshuihuluoboguantou
盐水蕨菜罐头	yanshuijuecaiguantou
盐水鸭	yanshuiya
盐水鸭亲	yanshuiyaqin
盐水肘花儿	yanshuizhouhuaer
盐水肫花	yanshuizhunhua
烟酸	yansuan
盐酸	yansuan
盐酸硫胺素	yansuanliuansu
燕尾桃花	yanweitaohua
燕窝炖雪梨	yanwodunxueli
燕窝四字	yanwosizi
燕窝酥	yanwosu
燕窝粥	yanwozhou
烟酰胺	yanxianan
腌鲜鳜鱼	yanxianguiyu
腌鲜桂鱼	yanxianguiyu
烟熏排骨	yanxunpaigu
烟熏三文鱼	yanxunsanwenyu
胭脂虫红	yanzhichonghong
胭脂红	yanzhihong
胭脂红铝色淀	yanzhihonglvsedian
胭脂树橙红	yanzhishuchenghong
严州干菜鸭	yanzhougancaiya
严州雪梨	yanzhouxueli
盐渍姬菇罐头	yanzijiguguantou
漾濞核桃	yangbihetao
洋葱炒蛋	yangcongchaodan
洋葱炒鳝糊	yangcongchaoshanhu
洋葱酱	yangcongjiang
洋葱泥罐头	yangcongniguantou
洋葱汤	yangcongtang
杨村糕干	yangcungaogan
羊耳鸡塔	yangerjita
阳高杏脯	yanggaoxingfu
洋姑娘	yangguniang
阳光地带	yangguangdidai
洋河	yanghe
洋河敦煌	yanghedunhuang
氧化镁	yanghuamei
氧化铁黑	yanghuatiehei
氧化铁红	yanghuatiehong
氧化硬脂精	yanghuayingzhijing
羊柳	yangliu
杨梅糕	yangmeigao
杨梅罐头	yangmeiguantou
杨梅醛	yangmeiquan
杨梅甜果汁	yangmeitianguozhi
杨梅虾球	yangmeixiaqiu
洋茉莉醛	yangmoliquan
羊排	yangpai
羊肉粉	yangroufen
羊肉笼笼	yangroulonglong
羊肉泡馍	yangroupaomo
羊肉汤锅	yangroutangguo
洋烧排骨	yangshaopaigu
洋参雪耳炖燕窝	yangshenxueerdunyanwo
洋参银耳炖燕窝	yangshenyinerdunyanwo
养生菜根	yangshengcaigen
养生肉桂奶茶	yangshengrouguinaicha
养生汤	yangshengtang
养胃酥	yangweisu
羊尾桃	yangweitao
养血安胎汤	yangxueantaitang
羊眼包子	yangyanbaozi
洋芋粑粑	yangyubaba
洋芋檫檫	yangyuchacha
羊杂碎	yangzasui
羊杂汤锅	yangzatangguo
扬州干丝	yangzhougansi
腰果鸡丁	yaoguojiding
腰果虾球	yaoguoxiaqiu
肴驴肉	yaolvrou
腰片豆腐汤	yaopiandoufutang
肴肉	yaorou
药膳煲水鱼	yaoshanbaoshuiyu
叶醇	yechun
野葱炒牛肉	yecongchaoniurou
叶大昌糕点	yedachanggaodian
叶儿耙	yeerba
夜光杯	yeguangbei
夜郎府	yelangfu
叶绿素铜钾盐	yelvsutongjiayan
叶绿素铜钠盐	yelvsutongnayan
椰奶	yenai
椰蓉包	yerongbao
椰蓉面包	yerongmianbao
椰蓉挞	yerongta
椰蓉小饼干	yerongxiaobinggan
椰蓉杏仁饼	yerongxingrenbing
野生大鱼坊	yeshengdayufang
野生菌汤	yeshengjuntang
野生酸枣汁	yeshengsuanzaozhi
椰树	yeshu
椰酥条	yesutiao
叶酸	yesuan
野太阳	yetaiyang
液体石蜡	yetishila
野无花果	yewuhuaguo
夜香冬瓜盅	yexiangdongguazhong
椰香咖喱鸡	yexianggaliji
椰香红豆糕	yexianghongdougao
椰香花卷	yexianghuajuan
椰香面包	yexiangmianbao
野鸭菜饭	yeyacaifan
椰枣	yezao
椰汁板兰糕	yezhibanlangao
椰汁板子糕	yezhibanzigao
椰汁红豆糕	yezhihongdougao
椰子饼	yezibing
椰子糕	yezigao
椰子酱和椰子糖	yezijiangheyezitang
椰子马铃薯牛肉汤	yezimalingshuniuroutang
叶子面包	yezimianbao
椰子汁	yezizhi
宜宾燃面	yibinranmian
乙醇	yichun
伊村山野	yicunshanye
意大利贝蒂亚摩洛娜酒庄	yidalibeidiyamoluonajiuzhuang
意大利干椒	yidaliganjiao
意大利面	yidalimian
意大利小松饼	yidalixiaosongbing
一锭雪茶酥	yidingxuechasu
益都	yidu
乙二胺四乙酸二钠	yieransiyisuanerna
异构化乳糖液	yigouhuarutangye
异国风情	yiguofengqing
宜红茶	yihongcha
乙基麦芽酚	yijimaiyafen
乙基香兰素	yijixianglansu
乙基愈创木酚	yijiyuchuangmufen
彝家花雕醉虾	yijiahuadiaozuixia
彝家醉虾	yijiazuixia
一见钟情	yijianzhongqing
蚁酒	yijiu
异抗坏血酸	yikanghuaixuesuan
异抗坏血酸钠	yikanghuaixuesuanna
一口酥	yikousu
一口咸蛋糕	yikouxiandangao
益力宝	yilibao
益力多	yiliduo
伊力特	yilite
宜良烤鸭	yiliangkaoya
一卵孵双凤	yiluanfushuangfeng
异麦芽酮糖	yimaiyatongtang
异麦芽酮糖醇	yimaiyatongtangchun
薏米粉	yimifen
薏米曲营养饮料	yimiquyingyangyinliao
益母草炖鸡	yimucaodunji
益母羊肉汤	yimuyangroutang
乙萘酚	yinaifen
伊牛	yiniu
一品鲍鱼	yipinbaoyu
一品鲳	yipinchang
一品鲳鱼	yipinchangyu
一品豆腐	yipindoufu
一品豆腐汤	yipindoufutang
一品官燕	yipinguanyan
一品配方	yipinpeifang
一品肉	yipinrou
一品烧饼	yipinshaobing
一品寿桃	yipinshoutao
一品酥方	yipinsufang
一品熊掌	yipinxiongzhang
一品蒸黄鱼	yipinzhenghuangyu
薏仁罐头	yirenguantou
薏仁荷叶甜品	yirenheyetianpin
薏仁苦瓜粥	yirenkuguazhou
薏仁马蹄汤	yirenmatitang
薏仁猪肚汤	yirenzhudutang
意式杏仁脆饼	yishixingrencuibing
乙酸	yisuan
乙酸苄酯	yisuanbianzhi
乙酸薄荷酯	yisuanbohezhi
乙酸丁酯	yisuandingzhi
乙酸二甲基苄基原酯	yisuanerjiajibianjiyuanzhi
乙酸芳樟酯	yisuanfangzhangzhi
乙酸钙	yisuangai
乙酸龙脑酯	yisuanlongnaozhi
乙酸钠	yisuanna
乙酸生育酚	yisuanshengyufen
乙酸松油酯	yisuansongyouzhi
乙酸香叶酯	yisuanxiangyezhi
乙酸异丁酸蔗糖酯	yisuanyidingsuanzhetangzhi
乙酸异戊酯	yisuanyiwuzhi
乙酸乙酯	yisuanyizhi
怡味莲	yiweilian
益胃汤	yiweitang
异戊酸环己酯	yiwusuanhuanjizhi
异戊酸异戊酯	yiwusuanyiwuzhi
异戊酸乙酯	yiwusuanyizhi
乙酰化单甘油脂肪酸酯	yixianhuadanganyouzhifangsuanzhi
乙酰化二淀粉磷酸酯	yixianhuaerdianfenlinsuanzhi
乙酰磺胺酸钾	yixianhuangansuanjia
乙酰磺胺酸钠	yixianhuangansuanna
乙氧基喹	yiyangjikui
薏苡料乳酸发酵饮料	yiyiliaorusuanfajiaoyinliao
亿优客	yiyouke
宜芝多的烤芝士	yizhiduodekaozhishi
银包金	yinbaojin
印度奶茶	yindunaicha
银耳保健饮料	yinerbaojianyinliao
银耳川鸭	yinerchuanya
银耳海参汤	yinerhaishentang
银耳汽锅鸡	yinerqiguoji
银耳氽鸡片	yinertunjipian
银耳香菇鸡肉汤	yinerxianggujiroutang
银耳杏仁百合汤	yinerxingrenbaihetang
银耳雪梨炖瘦肉	yinerxuelidunshourou
银花薄荷饮	yinhuaboheyin
饮料罐头	yinliaoguantou
银梅口乐	yinmeikoule
银杞明目汤	yinqimingmutang
银丝酥	yinsisu
银杏芋泥	yinxingyuni
银杏蒸鸭	yinxingzhengya
银鳕鱼	yinxueyu
银芽鸡丝	yinyajisi
银芽韭菜花	yinyajiucaihua
银牙韭菜花	yinyajiucaihua
饮养源	yinyangyuan
饮用水	yinyongshui
银鱼	yinyu
银鱼柳	yinyuliu
银鱼藕丝	yinyuousi
银鱼稀卤豆花	yinyuxiludouhua
引子煎软饼	yinzijianruanbing
硬蛋糕	yingdangao
英德红茶	yingdehongcha
鹰金钱鱼罐头	yingjinqianyuguantou
硬壳火腿饼	yingqiaohuotuibing
樱桃车里子	yingtaochelizi
樱桃酒咖啡	yingtaojiukafei
樱桃派	yingtaopai
樱桃巧克力蛋糕	yingtaoqiaokelidangao
樱桃肉	yingtaorou
樱桃土豆	yingtaotudou
鹦鹉莴笋	yingwuwosun
英雄本色	yingxiongbense
鹰扬虎视	yingyanghushi
营养快线	yingyangkuaixian
营养藕粉	yingyangoufen
营养强化剂	yingyangqianghuaji
营养青菜钵	yingyangqingcaibo
硬脂酸	yingzhisuan
硬脂酸钙	yingzhisuangai
硬脂酸钾	yingzhisuanjia
硬脂酸镁	yingzhisuanmei
硬脂酰乳酸钙	yingzhixianrusuangai
硬脂酰乳酸钠	yingzhixianrusuanna
永恒的提拉米苏	yonghengdetilamisu
涌溪火青	yongxihuoqing
油爆肚尖	youbaodujian
油爆双脆	youbaoshuangcui
油爆双鲜	youbaoshuangxian
油爆虾	youbaoxia
油爆鲜贝	youbaoxianbei
油爆小虾	youbaoxiaoxia
油爆鸭舌	youbaoyashe
油爆鱿鱼卷	youbaoyouyujuan
油爆鱼芹	youbaoyuqin
油醋汁	youcuzhi
油豆腐镶肉	youdoufuxiangrou
油甘子	youganzi
油糕	yougao
诱惑红	youhuohong
诱惑红铝色淀	youhuohonglvsedian
油鸡纵	youjizong
油煎鸡蛋蘸蜂蜜	youjianjidanzhanfengmi
油煎南瓜饼	youjiannanguabing
油煎茄片	youjianqiepian
油浸鲳鱼	youjinchangyu
油浸腰花	youjinyaohua
尤克力	youkeli
油葵	youkui
油梨	youli
油淋鸽子	youlingezi
油淋鸡	youlinji
油淋苦瓜	youlinkugua
油淋笋鸡	youlinsunji
油焖白菜	youmenbaicai
油闷春笋	youmenchunsun
油焖春笋	youmenchunsun
油焖大虾	youmendaxia
油焖凤尾鱼	youmenfengweiyu
油焖鲜蘑	youmenxianmo
油焖竹笋	youmenzhusun
油馍馍	youmomo
悠泡水	youpaoshui
油泡腰花	youpaoyaohua
油泡鱼青丸	youpaoyuqingwan
柚皮蒸排骨	youpizhengpaigu
油泼鸡	youpoji
油泼辣子	youpolazi
油泼麺	youpomian
油泼青鱼	youpoqingyu
油侵金枪鱼	youqinjinqiangyu
油酥小水果	yousuxiaoshuiguo
油酸	yousuan
优酸乳	yousuanru
犹太白面包卷	youtaibaimianbaojuan
油条西舌	youtiaoxishe
攸县香干	youxianxianggan
鱿鱼烩杨桃	youyuhuiyangtao
鱿鱼三鲜	youyusanxian
鱿鱼丝	youyusi
鱿鱼鲞	youyuxiang
油炸糖麻饼	youzhatangmabing
优质杏仁酥	youzhixingrensu
柚子蜂蜜	youzifengmi
柚子蜜	youzimi
玉板蟹	yubanxie
虞城麻片	yuchengmapian
禹城扒鸡	yuchengpaji
鱼翅水晶包	yuchishuijingbao
玉带糕	yudaigao
玉带油皇果	yudaiyouhuangguo
豫尔	yuer
御福坊	yufufang
鱼罐头	yuguantou
玉桂叶	yuguiye
雨后春笋	yuhouchunsun
鱼花豆腐	yuhuadoufu
鱼胶圆肉炖水鸭	yujiaoyuanroudunshuiya
玉兰花糕	yulanhuagao
玉兰明虾	yulanmingxia
玉兰牌蛋黄圆	yulanpaidanhuangyuan
玉兰片	yulanpian
玉林茶泡	yulinchapao
榆林豆腐	yulindoufu
御龙火锅	yulonghuoguo
玉米饼	yumibing
玉米淀粉糕点	yumidianfengaodian
玉米发糕	yumifagao
鱼米羹	yumigeng
玉米黄	yumihuang
玉米粒罐头	yumiliguantou
玉米色拉	yumisela
玉米汤	yumitang
玉米须蜂蜜粥	yumixufengmizhou
玉米须黑豆猪肉汤	yumixuheidouzhuroutang
玉米须猪小肚汤	yumixuzhuxiaodutang
玉米汁饮料	yumizhiyinliao
鱼奶油盏	yunaiyouzhan
鱼腩煲	yunanbao
于尼库	yuniku
鱼皮花生	yupihuasheng
鱼片蒸水蛋	yupianzhengshuidan
鱼脯丸子	yupuwanzi
御泉杏仁露	yuquanxingrenlu
鱼茸乳扇卷	yurongrushanjuan
玉蕊茶	yuruicha
鱼三味	yusanwei
御膳粥	yushanzhou
渝食渝香	yushiyuxiang
驭手咖啡	yushoukafei
玉树麒麟生鱼	yushuqilinshengyu
鱼头豆腐汤	yutoudoufutang
芋头糕	yutougao
鱼头火锅	yutouhuoguo
芋头酥	yutousu
玉兔白菜	yutubaicai
玉兔海参	yutuhaishen
玉兔五彩丝	yutuwucaisi
玉溪水晶蜜饯	yuxishuijingmijian
玉馅酥	yuxiansu
鱼鲞	yuxiang
鱼香菜心	yuxiangcaixin
鱼香炒蛋	yuxiangchaodan
鱼香大虾	yuxiangdaxia
鱼香荷包蛋	yuxianghebaodan
芋香红豆沙	yuxianghongdousha
鱼香豇豆	yuxiangjiangdou
鱼香苦瓜	yuxiangkugua
鱼香牛腩	yuxiangniunan
鱼香茄饼	yuxiangqiebing|yuxiangjiabing
鱼香茄条	yuxiangqietiao
鱼香茄子	yuxiangqiezi
鱼香肉片	yuxiangroupian
鱼香肉丝	yuxiangrousi
鱼香碎滑肉	yuxiangsuihuarou
鱼香味	yuxiangwei
鱼香腰花	yuxiangyaohua
鱼香油菜苔	yuxiangyoucaitai
御香源	yuxiangyuan
玉信酥	yuxinsu
鱼腥草煲猪肺	yuxingcaobaozhufei
鱼腥草蒸鸡	yuxingcaozhengji
鱼羊炖时蔬	yuyangdunshishu
鱼羊鲜	yuyangxian
余姚瀑布茶	yuyaopubucha
鱼咬羊	yuyaoyang
玉液泉	yuyequan
鱼云酥	yuyunsu
玉簪里脊	yuzanliji
玉掌献寿	yuzhangxianshou
御珍	yuzhen
鱼汁	yuzhi
玉竹百合猪瘦肉汤	yuzhubaihezhushouroutang
玉竹炖鹧鸪	yuzhudunzhegu
玉竹沙参鹧鸪汤	yuzhushashenzhegutang
玉竹心子	yuzhuxinzi
玉竹猪心	yuzhuzhuxin
郁滋客来	yuzikelai
圆白菜炒腊肉	yuanbaicaichaolarou
芫爆肚丝	yuanbaodusi
芫爆墨鱼	yuanbaomoyu
元宝牛蒡	yuanbaoniubang
元宝酥	yuanbaosu
圆蛋糕	yuandangao
源和堂蜜饯	yuanhetangmijian
圆黄蛋糕	yuanhuangdangao
原壳鲍鱼	yuankebaoyu
沅陵酥糖	yuanlingsutang
原笼粉蒸	yuanlongfenzheng
原笼牛肉	yuanlongniurou
原笼玉簪	yuanlongyuzan
圆肉花生排骨汤	yuanrouhuashengpaigutang
圆肉杞子炖鲍鱼	yuanrouqizidunbaoyu
元蹄炖鸡	yuantidunji
源通	yuantong
原味烤紫菜	yuanweikaozicai
远香客食品	yuanxiangkeshipin
鸳鸯饼	yuanyangbing
鸳鸯哺乳	yuanyangburu
鸳鸯鳜鱼	yuanyangguiyu
鸳鸯鸡粥	yuanyangjizhou
鸳鸯夹心饼	yuanyangjiaxinbing
鸳鸯鱖鱼	yuanyangjueyu
鸳鸯毛巾蛋糕	yuanyangmaojindangao
鸳鸯情人咖啡	yuanyangqingrenkafei
鸳鸯酥	yuanyangsu
鸳鸯酥盒	yuanyangsuhe
鸳鸯土豆泥	yuanyangtudouni
鸳鸯鱼枣	yuanyangyuzao
原叶冰红茶	yuanyebinghongcha
鸳鸳珍珠汤	yuanyuanzhenzhutang
粤菜	yuecai
月宫饼	yuegongbing
月桂酸	yueguisuan
越桔	yueju
越橘红	yuejuhong
越蔓橘	yuemanju
岳南薄脆	yuenanbaocui
岳南泡糖	yuenanpaotang
约什鸡尾酒	yueshijiweijiu
运城南式细点	yunchengnanshixidian
芸豆金鱼	yundoujinyu
芸豆凉糕	yundoulianggao
云耳西芹炒肉片	yunerxiqinchaoroupian
云娜水果捞	yunnashuiguolao
云南回饼	yunnanhuibing
云南咖啡	yunnankafei
云南省	yunnansheng
云片糕	yunpiangao
云片鸽蛋	yunpiangedan
云片鹿角菜	yunpianlujiaocai
云腿	yuntui
云腿炒苦瓜	yuntuichaokugua
云腿豆焖饭	yuntuidoumenfan
云腿罐头	yuntuiguantou
云腿奶糖	yuntuinaitang
云腿月饼	yuntuiyuebing
云雾茶	yunwucha
云燕跳水	yunyantiaoshui
云针	yunzhen
杂豆小麦粥	zadouxiaomaizhou
杂烩锅子	zahuiguozi
杂粮核桃面包	zalianghetaomianbao
杂糖	zatang
在家做蛋糕	zaijiazuodangao
早白尖	zaobaijian
早餐饼	zaocanbing
早餐蛋卷饼	zaocandanjuanbing
糟炒厚鱼片	zaochaohouyupian
枣方肉	zaofangrou
糟烩鞭笋	zaohuibiansun
皂荚糖胶	zaojiatangjiao
糟辣脆皮鱼	zaolacuipiyu
藻蓝	zaolan
糟熘鱼片	zaoliuyupian
枣泥蛋糕	zaonidangao
枣泥糕	zaonigao
枣泥拉糕	zaonilagao
枣泥米糕	zaonimigao
枣泥山药糕	zaonishanyaogao
枣泥松糕	zaonisonggao
枣泥酥	zaonisu
枣泥桃酥	zaonitaosu
枣仁龙眼粥	zaorenlongyanzhou
糟煨冬笋	zaoweidongsun
糟鸭	zaoya
糟油青鱼划水	zaoyouqingyuhuashui
枣之礼	zaozhili
泽合	zehe
增稠剂	zengchouji
甑糕	zenggao
甑山银毫	zengshanyinhao
增味剂	zengweiji
炸八块	zhabakuai
炸班指	zhabanzhi
炸菠菜脯	zhabocaipu
榨菜蒸大鳝	zhacaizhengdashan
炸蚕蛹鸡	zhacanyongji
炸春卷	zhachunjuan
炸大扁	zhadabian
炸冬瓜丸子	zhadongguawanzi
炸豆腐	zhadoufu
炸豆腐丸子	zhadoufuwanzi
炸豆腐芝士	zhadoufuzhishi
炸肥肠	zhafeichang
炸佛手通脊	zhafoshoutongji
炸灌汤丸子	zhaguantangwanzi
炸鸡葫芦	zhajihulu
炸吉利排骨	zhajilipaigu
炸鸡排	zhajipai
炸鸡肉串	zhajirouchuan
炸酱面	zhajiangmian
炸梨球	zhaliqiu
炸熘黄鱼	zhaliuhuangyu
炸鹿尾儿	zhaluweier
炸面筋	zhamianjin
炸南瓜条	zhananguatiao
炸糯米鸡	zhanuomiji
炸藕盒	zhaouhe
炸排骨	zhapaigu
炸烹鲈鱼腩	zhapengluyunan
炸茄饼	zhaqiebing
炸茄盒	zhaqiehe
炸肉骨碌烹	zharougulupeng
炸鳝段	zhashanduan
炸石鸡	zhashiji
炸素鸡排	zhasujipai
炸素鸟或菊花	zhasuniaohuojuhua
炸土豆片	zhatudoupian
炸丸子	zhawanzi
炸虾饼	zhaxiabing
炸香蕉卷	zhaxiangjiaojuan
炸鱼卷	zhayujuan
炸鱼丸	zhayuwan
炸元宵	zhayuanxiao
炸鸳鸯嘎渣	zhayuanyanggazha
炸珍珠虾	zhazhenzhuxia
炸蒸肉	zhazhengrou
炸脂盖	zhazhigai
炸芝麻里脊	zhazhimaliji
炸子鸡	zhaziji
斋鸭掌草菇煲	zhaiyazhangcaogubao
瞻埠潭	zhanbutan
粘花饼干	zhanhuabinggan
湛江鸡	zhanjiangji
湛江威化饼	zhanjiangweihuabing
毡酒	zhanjiu
蘸水卷粉	zhanshuijuanfen
蘸水麺	zhanshuimian
沾益粑粑	zhanyibaba
沾益小粑粑	zhanyixiaobaba
粘玉米蒸糕	zhanyumizhenggao
斩鱼圆	zhanyuyuan
樟茶鸡	zhangchaji
樟茶鸭	zhangchaya
樟茶鸭子	zhangchayazi
鄣公山茶	zhanggongshancha
张恒春	zhanghengchun
樟脑	zhangnao
张裕	zhangyu
爪哇咖啡	zhaowakafei
朝阳鸡蛋豆腐	zhaoyangjidandoufu
浙菜	zhecai
折耳根炒腊肉	zheergenchaolarou
折耳根炒肉丝	zheergenchaorousi
浙江省	zhejiangsheng
啫喱冻苹果杯	zhelidongpingguobei
蔗糖素	zhetangsu
蔗糖酯	zhetangzhi
蔗糖脂肪酸酯	zhetangzhifangsuanzhi
真豆咖啡	zhendoukafei
珍露	zhenlu
珍酥糕	zhensugao
真味珍	zhenweizhen
震远同玫瑰酥糖	zhenyuantongmeiguisutang
振舟山	zhenzhoushan
珍珠豆腐	zhenzhudoufu
珍珠豆腐羹	zhenzhudoufugeng
珍珠海参	zhenzhuhaishen
珍珠可乐	zhenzhukele
珍珠鲤鱼	zhenzhuliyu
珍珠南瓜	zhenzhunangua
珍珠雪耳	zhenzhuxueer
珍珠元子	zhenzhuyuanzi
珍珠圆子	zhenzhuyuanzi
蒸扒三丝干贝	zhengbasansiganbei
蒸鲳鱼	zhengchangyu
政大白牡丹茶	zhengdabaimudancha
蒸糕	zhenggao
蒸江团	zhengjiangtuan
蒸馏酒	zhengliujiu
蒸鹿尾儿	zhengluweier
蒸面	zhengmian
正明斋糕点	zhengmingzhaigaodian
蒸南瓜	zhengnangua
正山小种红茶	zhengshanxiaozhonghongcha
蒸上白糖切糕	zhengshangbaitangqiegao
蒸箱	zhengxiang
蒸熊掌	zhengxiongzhang
蒸羊羔儿	zhengyanggaoer
整鱼两吃	zhengyuliangchi
纸包鸡	zhibaoji
纸包三鲜	zhibaosanxian
纸杯蛋糕	zhibeidangao
纸杯果仁玛芬	zhibeiguorenmafen
制川乌	zhichuanwu
芝葱饼	zhicongbing
智德	zhide
脂肪酸单甘油脂	zhifangsuandanganyouzhi
脂肪酸蔗糖酯	zhifangsuanzhetangzhi
直港大道	zhigangdadao
芷江藕心香糖	zhijiangouxinxiangtang
芝麻茶法	zhimachafa
芝麻豆腐	zhimadoufu
芝麻干巴牛肉	zhimaganbaniurou
芝麻糕	zhimagao
芝麻锅炸	zhimaguozha
芝麻卷	zhimajuan
芝麻龙眼粥	zhimalongyanzhou
芝麻鹿肉糕	zhimalurougao
芝麻南瓜豆沙饼	zhimananguadoushabing
芝麻肉片	zhimaroupian
芝麻肉丝	zhimarousi
芝麻双耳	zhimashuanger
芝麻苏打饼干	zhimasudabinggan
芝麻酥球	zhimasuqiu
芝麻酥糖	zhimasutang
芝麻酥心糖	zhimasuxintang
芝麻汤圆	zhimatangyuan
芝麻田鸡	zhimatianji
芝麻小白菜	zhimaxiaobaicai
芝麻杏仁糊	zhimaxingrenhu
芝麻鱼卷	zhimayujuan
芝麻鱼球	zhimayuqiu
芝士	zhishi
芝士布朗尼	zhishibulangni
芝士蛋糕	zhishidangao
芝士海鲜盏	zhishihaixianzhan
芝士烟肉酿焗薯	zhishiyanrouniangjushu
植酸	zhisuan
植酸钠	zhisuanna
植物甲萘醒	zhiwujianaixing
植物炭黑	zhiwutanhei
植物饮料	zhiwuyinliao
芝香黄油蛋糕	zhixianghuangyoudangao
脂油年糕	zhiyouniangao
致中和养生酒	zhizhongheyangshengjiu
支竹羊腩煲	zhizhuyangnanbao
栀子黄	zhizihuang
栀子蓝	zhizilan
中菜罐头	zhongcaiguantou
中德	zhongde
仲丁胺	zhongdingan
中国劲豹啤酒	zhongguojinbaopijiu
中国劲酒	zhongguojingjiu
中国名菜软罐头	zhongguomingcairuanguantou
中华酱龙骨	zhonghuajianglonggu
中华蜜酒	zhonghuamijiu
中华药膳	zhonghuayaoshan
中江挂面	zhongjiangguamian
仲景羊肉汤	zhongjingyangroutang
中山王酒	zhongshanwangjiu
中型芝士蛋糕	zhongxingzhishidangao
踵鱼翅	zhongyuchi
中种吐司	zhongzhongtusi
周村大烧饼	zhoucundashaobing
周口宴席套菜罐头	zhoukouyanxitaocaiguantou
舟山海鲜面	zhoushanhaixianmian
周兔头	zhoututou
煮饽饽锅子	zhuboboguozi
猪肚包鸡	zhudubaoji
猪肚煲咸菜	zhudubaoxiancai
猪肚黄芪汤	zhuduhuangqitang
竹福天然竹汁	zhufutianranzhuzhi
猪肝菠菜汤	zhuganbocaitang
猪肝枸杞子汤	zhugangouqizitang
猪肝绿豆粥	zhuganlvdouzhou
猪肝水	zhuganshui
朱古力忌林蛋糕	zhugulijilindangao
柱侯酱凤爪	zhuhoujiangfengzhao
诸暨西施团圆饼	zhujixishituanyuanbing
珠江啤酒	zhujiangpijiu
主教鸡尾酒	zhujiaojiweijiu
竹节鸡盅	zhujiejizhong
竹节虾	zhujiexia
珠兰花茶	zhulanhuacha
竹沥姜汁粥	zhulijiangzhizhou
猪脾枣米粥	zhupizaomizhou
猪肉韭菜馅水饺	zhuroujiucaixianshuijiao
珠山茶	zhushancha
竹笙鸳鸯卷	zhushengyuanyangjuan
猪手排骨汤	zhushoupaigutang
竹荪	zhusun
竹笋西瓜皮鲤鱼汤	zhusunxiguapiliyutang
竹笋香菇汤	zhusunxianggutang
竹笋芋艿鲫鱼汤	zhusunyunaijiyutang
猪蹄葱白炖豆腐	zhuticongbaidundoufu
猪蹄粥	zhutizhou
竹筒茶	zhutongcha
竹筒饭	zhutongfan
竹筒仔鸡	zhutongziji
竹桶粽子	zhutongzongzi
猪尾浓汤	zhuweinongtang
